dname1,dname2,date,value,unit
連江縣,肉種鴨,109,0.000000000000,平方公尺
連江縣,肉種鴨,108,0.000000000000,平方公尺
連江縣,蛋種鴨,109,0.000000000000,平方公尺
連江縣,蛋種鴨,108,0.000000000000,平方公尺
連江縣,肉種雞,109,0.000000000000,平方公尺
連江縣,肉種雞,108,0.000000000000,平方公尺
連江縣,蛋種雞,109,0.000000000000,平方公尺
連江縣,蛋種雞,108,0.000000000000,平方公尺
連江縣,有色肉雞,112,0.000000000000,平方公尺
連江縣,有色肉雞,111,0.000000000000,平方公尺
連江縣,有色肉雞,110,0.000000000000,平方公尺
連江縣,有色肉雞,109,0.000000000000,平方公尺
連江縣,有色肉雞,108,0.000000000000,平方公尺
連江縣,閹雞,112,0.000000000000,平方公尺
連江縣,閹雞,111,0.000000000000,平方公尺
連江縣,閹雞,110,0.000000000000,平方公尺
連江縣,閹雞,109,0.000000000000,平方公尺
連江縣,閹雞,108,0.000000000000,平方公尺
連江縣,鬥雞,112,0.000000000000,平方公尺
連江縣,鬥雞,111,0.000000000000,平方公尺
連江縣,鬥雞,110,0.000000000000,平方公尺
連江縣,鬥雞,109,0.000000000000,平方公尺
連江縣,鬥雞,108,0.000000000000,平方公尺
連江縣,珍珠雞,112,0.000000000000,平方公尺
連江縣,珍珠雞,111,0.000000000000,平方公尺
連江縣,珍珠雞,110,0.000000000000,平方公尺
連江縣,珍珠雞,109,0.000000000000,平方公尺
連江縣,珍珠雞,108,0.000000000000,平方公尺
連江縣,烏骨雞,112,0.000000000000,平方公尺
連江縣,烏骨雞,111,0.000000000000,平方公尺
連江縣,烏骨雞,110,0.000000000000,平方公尺
連江縣,烏骨雞,109,0.000000000000,平方公尺
連江縣,烏骨雞,108,0.000000000000,平方公尺
連江縣,黑羽土雞,112,0.000000000000,平方公尺
連江縣,黑羽土雞,111,0.000000000000,平方公尺
連江縣,黑羽土雞,110,0.000000000000,平方公尺
連江縣,黑羽土雞,109,0.000000000000,平方公尺
連江縣,黑羽土雞,108,0.000000000000,平方公尺
連江縣,紅羽土雞,112,0.000000000000,平方公尺
連江縣,紅羽土雞,111,0.000000000000,平方公尺
連江縣,紅羽土雞,110,0.000000000000,平方公尺
連江縣,紅羽土雞,109,0.000000000000,平方公尺
連江縣,紅羽土雞,108,0.000000000000,平方公尺
連江縣,白肉雞,112,0.000000000000,平方公尺
連江縣,白肉雞,111,0.000000000000,平方公尺
連江縣,白肉雞,110,0.000000000000,平方公尺
連江縣,白肉雞,109,0.000000000000,平方公尺
連江縣,白肉雞,108,0.000000000000,平方公尺
連江縣,種鴨,109,0.000000000000,平方公尺
連江縣,種鴨,108,0.000000000000,平方公尺
連江縣,種雞,109,0.000000000000,平方公尺
連江縣,種雞,108,0.000000000000,平方公尺
連江縣,蛋雞,112,2669.000000000000,平方公尺
連江縣,蛋雞,109,0.000000000000,平方公尺
連江縣,蛋雞,108,911.000000000000,平方公尺
連江縣,蛋雞,107,911.000000000000,平方公尺
連江縣,蛋雞,106,911.000000000000,平方公尺
連江縣,蛋雞,105,911.000000000000,平方公尺
連江縣,蛋雞,104,911.000000000000,平方公尺
連江縣,肉雞,112,2669.000000000000,平方公尺
連江縣,肉雞,111,2669.000000000000,平方公尺
連江縣,肉雞,110,2669.000000000000,平方公尺
連江縣,肉雞,109,0.000000000000,平方公尺
連江縣,肉雞,108,0.000000000000,平方公尺
連江縣,鴨,109,0.000000000000,平方公尺
連江縣,鴨,108,0.000000000000,平方公尺
連江縣,雞,112,5338.000000000000,平方公尺
連江縣,雞,111,2669.000000000000,平方公尺
連江縣,雞,110,2669.000000000000,平方公尺
連江縣,雞,109,0.000000000000,平方公尺
連江縣,雞,108,911.000000000000,平方公尺
連江縣,雞,107,911.000000000000,平方公尺
連江縣,雞,106,911.000000000000,平方公尺
連江縣,雞,105,911.000000000000,平方公尺
連江縣,雞,104,911.000000000000,平方公尺
金門縣,有色肉種雞,112,0.000000000000,平方公尺
金門縣,有色肉種雞,111,0.000000000000,平方公尺
金門縣,白肉種雞,112,0.000000000000,平方公尺
金門縣,白肉種雞,111,0.000000000000,平方公尺
金門縣,肉種雞,112,0.000000000000,平方公尺
金門縣,肉種雞,111,0.000000000000,平方公尺
金門縣,肉種雞,110,0.000000000000,平方公尺
金門縣,蛋種雞,112,0.000000000000,平方公尺
金門縣,蛋種雞,111,0.000000000000,平方公尺
金門縣,蛋種雞,110,0.000000000000,平方公尺
金門縣,蛋鵪鶉,112,0.000000000000,平方公尺
金門縣,蛋鵪鶉,111,0.000000000000,平方公尺
金門縣,種鵪鶉,112,0.000000000000,平方公尺
金門縣,種鵪鶉,111,0.000000000000,平方公尺
金門縣,肉鵪鶉,112,0.000000000000,平方公尺
金門縣,肉鵪鶉,111,0.000000000000,平方公尺
金門縣,肉鵝,112,0.000000000000,平方公尺
金門縣,肉鵝,111,0.000000000000,平方公尺
金門縣,肉鵝,110,0.000000000000,平方公尺
金門縣,肉鵝,109,0.000000000000,平方公尺
金門縣,肉鵝,108,0.000000000000,平方公尺
金門縣,肉鵝,107,0.000000000000,平方公尺
金門縣,肉鵝,106,0.000000000000,平方公尺
金門縣,肉鵝,105,0.000000000000,平方公尺
金門縣,肉鵝,104,0.000000000000,平方公尺
金門縣,種鵝,112,0.000000000000,平方公尺
金門縣,種鵝,111,0.000000000000,平方公尺
金門縣,種鵝,110,0.000000000000,平方公尺
金門縣,種鵝,109,0.000000000000,平方公尺
金門縣,種鵝,108,0.000000000000,平方公尺
金門縣,種鵝,107,0.000000000000,平方公尺
金門縣,種鵝,106,0.000000000000,平方公尺
金門縣,種鵝,105,0.000000000000,平方公尺
金門縣,種鵝,104,0.000000000000,平方公尺
金門縣,鵝,104,0.000000000000,平方公尺
金門縣,北京鴨,112,0.000000000000,平方公尺
金門縣,北京鴨,111,0.000000000000,平方公尺
金門縣,北京鴨,110,0.000000000000,平方公尺
金門縣,北京鴨,109,0.000000000000,平方公尺
金門縣,北京鴨,108,0.000000000000,平方公尺
金門縣,北京鴨,107,0.000000000000,平方公尺
金門縣,北京鴨,106,0.000000000000,平方公尺
金門縣,北京鴨,105,0.000000000000,平方公尺
金門縣,北京鴨,104,0.000000000000,平方公尺
金門縣,番鴨,112,0.000000000000,平方公尺
金門縣,番鴨,111,0.000000000000,平方公尺
金門縣,番鴨,110,0.000000000000,平方公尺
金門縣,番鴨,109,0.000000000000,平方公尺
金門縣,番鴨,108,0.000000000000,平方公尺
金門縣,番鴨,107,0.000000000000,平方公尺
金門縣,番鴨,106,0.000000000000,平方公尺
金門縣,番鴨,105,0.000000000000,平方公尺
